Code,Year,GDP 2015 PPP,GDP 2022 (2015 USD PPP),GDP 2022 (2017 USD PPP),Multiplier
MHL,1978,0.0,220602590.75970247,249594524.55063388,1.1314215471862326
MRT,1978,7249931219.383643,7657463958.919219,25244636785.409706,3.296735958646648
MUS,1978,5218829981.313791,13345493636.15359,28837730415.901497,2.160859028682063
MEX,1978,939964759043.2583,1284907941291.862,2582568146909.9355,2.0099246521220735
FSM,1978,0.0,314095835.36817086,372593072.92565346,1.1862400928968524
MDA,1978,0.0,9094802867.29332,33788660920.378643,3.7151614403748368
MNG,1978,0.0,14441951078.837976,41029306870.59268,2.840980879011118
MNE,1978,0.0,4869340027.242338,13645796059.124723,2.802391285632351
MAR,1978,59161466325.76508,125542482435.6025,307442372508.8543,2.448911050222048
MOZ,1978,0.0,19464182832.504753,41237363608.88964,2.118628044328897
MMR,1978,19160184924.211555,63341396862.698944,230255340470.1504,3.635147816036644
NAM,1978,0.0,11508641306.115656,25061165436.075184,2.1775954927674874
NRU,1978,0.0,109473838.3484576,139656376.97842604,1.2757054935252818
NPL,1978,19207657242.206238,33084084558.221825,122242249503.50688,3.6948959336741902
NLD,1978,422988180817.12335,894727808846.0239,1048768438652.2655,1.1721647950172864
NZL,1978,74644915027.2637,218076245422.57425,231534059956.43295,1.0617115106130932
NIC,1978,21488046424.588226,14728688609.737885,40455994652.237976,2.7467479097555545
NER,1978,8668981780.439548,14294168692.46473,33405781443.63323,2.3370216318521075
NGA,1978,292523497529.2849,535335926240.9961,1084655070144.4226,2.026120454423108
MKD,1978,0.0,11318055634.985886,35245490780.05232,3.1140941445015504
NOR,1978,127539175127.36812,433527994213.08246,367243687581.4444,0.8471048986076346
OMN,1978,21042000336.43944,86294680434.92406,161712160334.0003,1.8739528267440488
PAK,1978,166493667079.78452,399948712614.34515,1268022466678.0242,3.170462678550308
PAN,1978,20291117374.404667,67839490712.89425,146657957753.75363,2.161837540532691
PNG,1978,9966317219.227032,24976697194.942936,38064690768.172676,1.524008177345389
PRY,1978,19177683497.966732,41995687741.537224,91752936736.62402,2.184818053256281
PER,1978,116228290711.77887,223193723424.57364,433925987925.5163,1.9441675207867473
PHL,1978,196475362667.3938,407690005744.9653,991720215100.66,2.4325350171106255
POL,1978,0.0,630289958880.488,1388423186501.7383,2.2028324693095787
PRT,1978,154565874356.9371,230324477738.9389,372331404762.8387,1.6165516076187847
PRI,1978,53651273050.061295,95855079058.75287,110500705571.58623,1.152789259125816
QAT,1978,0.0,170947179484.92123,260235088139.09518,1.5223128508069348
ROU,1978,0.0,232157182662.58286,618949874244.5857,2.666081088450178
RUS,1978,0.0,1471544636157.8418,4027358046152.418,2.7368235710931113
RWA,1978,4582911011.795822,12955125582.596163,32579162569.825268,2.5147701087198966
WSM,1978,0.0,798752767.8644394,1146517103.8195064,1.4353842014029652
STP,1978,0.0,317230918.72276026,781927947.0127091,2.46485415154651
SAU,1978,690648454640.2212,769633172339.6715,1827296689345.5232,2.374243672203698
SEN,1978,12937677864.655565,25370428994.03066,61726701334.17512,2.4330176422597596
SRB,1978,0.0,49937794675.51316,139192939447.1934,2.787326519956361
