Year,Population,Code
1952,2.2155,FLK
1953,2.2105,FLK
1954,2.1919999999999997,FLK
1955,2.1870000000000003,FLK
1956,2.193000000000001,FLK
1957,2.209,FLK
1958,2.226999999999999,FLK
1959,2.2439999999999998,FLK
1960,2.2654999999999994,FLK
1961,2.2905,FLK
1962,2.3085,FLK
1963,2.311500000000001,FLK
1964,2.309000000000001,FLK
1965,2.307999999999999,FLK
1966,2.306,FLK
1967,2.297,FLK
1968,2.2895000000000003,FLK
1969,2.2825,FLK
1970,2.273999999999999,FLK
1971,2.2745,FLK
1972,2.2755,FLK
1973,2.277,FLK
1974,2.2775,FLK
1975,2.2795,FLK
1976,2.281,FLK
1977,2.2784999999999997,FLK
1978,2.2705,FLK
1979,2.2555000000000005,FLK
1980,2.2399999999999984,FLK
1981,2.2295,FLK
1982,2.228999999999999,FLK
1983,2.23,FLK
1984,2.233,FLK
1985,2.2324999999999986,FLK
1986,2.2345,FLK
1987,2.2540000000000004,FLK
1988,2.281,FLK
1989,2.3075,FLK
1990,2.3319999999999994,FLK
1991,2.377,FLK
1992,2.4560000000000004,FLK
1993,2.5464999999999995,FLK
1994,2.64,FLK
1995,2.7345,FLK
1996,2.8125000000000004,FLK
1997,2.8805,FLK
1998,2.9499999999999997,FLK
1999,3.018,FLK
2000,3.079999999999999,FLK
2001,3.1245000000000003,FLK
2002,3.1515,FLK
2003,3.1690000000000005,FLK
2004,3.1865,FLK
2005,3.2044999999999995,FLK
2006,3.2155,FLK
2007,3.2144999999999992,FLK
2008,3.204500000000001,FLK
2009,3.195,FLK
2010,3.1865,FLK
2011,3.1745,FLK
2012,3.1939999999999995,FLK
2013,3.2595,FLK
2014,3.333,FLK
2015,3.4075,FLK
2016,3.5080000000000005,FLK
2017,3.598,FLK
2018,3.6555,FLK
2019,3.71,FLK
2020,3.7465000000000006,FLK
2021,3.764,FLK
2022,3.779499999999999,FLK
2023,3.791,FLK
2024,3.803,FLK
2025,3.817,FLK
2026,3.826500000000001,FLK
2027,3.8395000000000006,FLK
2028,3.8505000000000007,FLK
2029,3.859500000000001,FLK
2030,3.868500000000001,FLK
2031,3.8705,FLK
2032,3.8735,FLK
2033,3.8785,FLK
2034,3.883,FLK
2035,3.8834999999999993,FLK
2036,3.8815,FLK
2037,3.8815,FLK
2038,3.8795,FLK
2039,3.879,FLK
2040,3.8755,FLK
2041,3.8705,FLK
2042,3.867500000000001,FLK
2043,3.862,FLK
2044,3.8515,FLK
2045,3.8405,FLK
2046,3.8325,FLK
2047,3.8225000000000007,FLK
2048,3.8115,FLK
2049,3.797999999999999,FLK
2050,3.779,FLK
2051,3.759500000000001,FLK
2052,3.745000000000001,FLK
2053,3.727499999999999,FLK
2054,3.705,FLK
2055,3.686500000000001,FLK
2056,3.667,FLK
2057,3.646000000000001,FLK
2058,3.621999999999999,FLK
2059,3.5995,FLK
2060,3.5745,FLK
2061,3.547,FLK
2062,3.5234999999999994,FLK
2063,3.4994999999999994,FLK
2064,3.4775,FLK
2065,3.4525,FLK
2066,3.425,FLK
2067,3.400500000000001,FLK
2068,3.375,FLK
2069,3.347,FLK
2070,3.3205,FLK
2071,3.2945,FLK
2072,3.271,FLK
2073,3.25,FLK
2074,3.2269999999999994,FLK
2075,3.206,FLK
2076,3.1885000000000003,FLK
2077,3.167,FLK
2078,3.1435000000000004,FLK
2079,3.1244999999999994,FLK
2080,3.107999999999999,FLK
2081,3.0905,FLK
2082,3.072,FLK
2083,3.0545,FLK
2084,3.0395,FLK
2085,3.0215,FLK
2086,3.0009999999999994,FLK
2087,2.9849999999999994,FLK
2088,2.971,FLK
2089,2.9545,FLK
2090,2.9370000000000007,FLK
2091,2.9195,FLK
2092,2.9035,FLK
2093,2.8854999999999995,FLK
2094,2.8680000000000003,FLK
2095,2.8555,FLK
2096,2.8409999999999997,FLK
2097,2.824499999999999,FLK
2098,2.8055,FLK
2099,2.7875,FLK
2100,2.7735000000000003,FLK
1950,0.0,SGS
1951,0.0,SGS
1952,0.0,SGS
1953,0.0,SGS
1954,0.0,SGS
1955,0.0,SGS
1956,0.0,SGS
1957,0.0,SGS
1958,0.0,SGS
1959,0.0,SGS
1960,0.0,SGS
1961,0.0,SGS
1962,0.0,SGS
1963,0.0,SGS
1964,0.0,SGS
1965,0.0,SGS
1966,0.0,SGS
1967,0.0,SGS
1968,0.0,SGS
1969,0.0,SGS
1970,0.0,SGS
1971,0.0,SGS
1972,0.0,SGS
1973,0.0,SGS
1974,0.0,SGS
1975,0.0,SGS
1976,0.0,SGS
1977,0.0,SGS
1978,0.0,SGS
1979,0.0,SGS
1980,0.0,SGS
1981,0.0,SGS
1982,0.0,SGS
1983,0.0,SGS
1984,0.0,SGS
1985,0.0,SGS
1986,0.0,SGS
1987,0.0,SGS
1988,0.0,SGS
1989,0.0,SGS
1990,0.0,SGS
1991,0.0,SGS
1992,0.0,SGS
1993,0.0,SGS
1994,0.0,SGS
1995,0.0,SGS
1996,0.0,SGS
1997,0.0,SGS
1998,0.0,SGS
1999,0.0,SGS
2000,0.0,SGS
2001,0.0,SGS
2002,0.0,SGS
2003,0.0,SGS
2004,0.0,SGS
2005,0.0,SGS
2006,0.0,SGS
2007,0.0,SGS
2008,0.0,SGS
2009,0.0,SGS
2010,0.0,SGS
2011,0.0,SGS
2012,0.0,SGS
2013,0.0,SGS
2014,0.0,SGS
2015,0.0,SGS
2016,0.0,SGS
2017,0.0,SGS
2018,0.0,SGS
2019,0.0,SGS
2020,0.0,SGS
2021,0.0,SGS
2022,0.0,SGS
2023,0.0,SGS
2024,0.0,SGS
2025,0.0,SGS
2026,0.0,SGS
2027,0.0,SGS
2028,0.0,SGS
2029,0.0,SGS
2030,0.0,SGS
2031,0.0,SGS
2032,0.0,SGS
2033,0.0,SGS
2034,0.0,SGS
2035,0.0,SGS
2036,0.0,SGS
2037,0.0,SGS
2038,0.0,SGS
2039,0.0,SGS
2040,0.0,SGS
2041,0.0,SGS
2042,0.0,SGS
2043,0.0,SGS
2044,0.0,SGS
2045,0.0,SGS
2046,0.0,SGS
2047,0.0,SGS
2048,0.0,SGS
2049,0.0,SGS
2050,0.0,SGS
2051,0.0,SGS
2052,0.0,SGS
2053,0.0,SGS
2054,0.0,SGS
2055,0.0,SGS
2056,0.0,SGS
2057,0.0,SGS
2058,0.0,SGS
2059,0.0,SGS
2060,0.0,SGS
2061,0.0,SGS
2062,0.0,SGS
2063,0.0,SGS
2064,0.0,SGS
2065,0.0,SGS
2066,0.0,SGS
2067,0.0,SGS
2068,0.0,SGS
2069,0.0,SGS
2070,0.0,SGS
2071,0.0,SGS
2072,0.0,SGS
2073,0.0,SGS
2074,0.0,SGS
2075,0.0,SGS
2076,0.0,SGS
2077,0.0,SGS
2078,0.0,SGS
2079,0.0,SGS
2080,0.0,SGS
2081,0.0,SGS
2082,0.0,SGS
2083,0.0,SGS
2084,0.0,SGS
2085,0.0,SGS
2086,0.0,SGS
2087,0.0,SGS
2088,0.0,SGS
2089,0.0,SGS
2090,0.0,SGS
2091,0.0,SGS
2092,0.0,SGS
2093,0.0,SGS
2094,0.0,SGS
2095,0.0,SGS
2096,0.0,SGS
2097,0.0,SGS
2098,0.0,SGS
2099,0.0,SGS
2100,0.0,SGS
1950,4478.183999999998,AGO
1951,4569.737500000001,AGO
1952,4663.958,AGO
1953,4758.724000000003,AGO
1954,4850.457500000003,AGO
1955,4938.117499999999,AGO
1956,5022.108500000001,AGO
1957,5104.3275,AGO
1958,5185.839000000001,AGO
1959,5269.946999999997,AGO
1960,5357.195500000002,AGO
1961,5441.333,AGO
1962,5521.4000000000015,AGO
1963,5599.8269999999975,AGO
1964,5673.199,AGO
1965,5736.5815,AGO
1966,5787.044499999999,AGO
1967,5827.502999999999,AGO
1968,5868.2035000000005,AGO
1969,5928.385500000001,AGO
1970,6029.700499999998,AGO
1971,6177.048999999998,AGO
1972,6364.731500000002,AGO
1973,6578.229500000001,AGO
1974,6802.494500000001,AGO
1975,7032.713000000001,AGO
1976,7266.780500000001,AGO
1977,7511.8944999999985,AGO
1978,7771.589999999998,AGO
1979,8043.218000000002,AGO
1980,8330.0465,AGO
1981,8631.456500000002,AGO
1982,8947.152000000002,AGO
1983,9276.706500000002,AGO
1984,9617.701999999996,AGO
1985,9970.621000000005,AGO
1986,10332.573500000002,AGO
1987,10694.057,AGO
1988,11060.2605,AGO
1989,11439.498,AGO
1990,11828.6375,AGO
1991,12228.690500000002,AGO
1992,12632.506999999998,AGO
1993,13038.2695,AGO
1994,13462.031,AGO
1995,13912.252499999997,AGO
1996,14383.3495,AGO
1997,14871.146,AGO
1998,15366.863999999996,AGO
1999,15870.752500000004,AGO
2000,16394.061999999998,AGO
2001,16941.5865,AGO
2002,17516.1385,AGO
2003,18124.3425,AGO
2004,18771.125,AGO
2005,19450.9585,AGO
2006,20162.34050000001,AGO
2007,20909.684,AGO
2008,21691.522000000004,AGO
2009,22507.67399999999,AGO
2010,23364.1855,AGO
2011,24259.111500000003,AGO
2012,25188.2925,AGO
2013,26147.002000000004,AGO
2014,27128.3365,AGO
2015,28127.721,AGO
2016,29154.745499999997,AGO
2017,30208.627999999997,AGO
2018,31273.533,AGO
2019,32353.588,AGO
2020,33428.486,AGO
2021,34503.7735,AGO
2022,35588.98700000001,AGO
2023,36684.20250000001,AGO
2024,37804.634,AGO
2025,38942.79149999999,AGO
2026,40099.526,AGO
2027,41274.799,AGO
2028,42468.7105,AGO
2029,43680.93400000001,AGO
2030,44911.664,AGO
2031,46161.755000000005,AGO
2032,47428.242000000006,AGO
2033,48710.07899999999,AGO
2034,50007.92650000001,AGO
2035,51321.9635,AGO
2036,52652.82749999999,AGO
2037,53998.51150000001,AGO
2038,55355.639500000005,AGO
2039,56723.2915,AGO
2040,58104.4365,AGO
2041,59498.47549999999,AGO
2042,60898.05099999999,AGO
2043,62306.44050000001,AGO
2044,63724.81499999999,AGO
2045,65146.24549999998,AGO
2046,66573.219,AGO
2047,68005.91600000001,AGO
2048,69442.324,AGO
2049,70883.69450000001,AGO
2050,72328.068,AGO
2051,73774.08549999999,AGO
2052,75223.15750000003,AGO
2053,76674.29800000001,AGO
2054,78126.27899999998,AGO
2055,79575.47899999999,AGO
2056,81022.75250000002,AGO
2057,82473.04550000004,AGO
2058,83918.9015,AGO
2059,85350.75649999999,AGO
2060,86772.72,AGO
2061,88190.47249999997,AGO
2062,89601.39850000001,AGO
2063,91008.48999999998,AGO
2064,92411.186,AGO
2065,93802.031,AGO
2066,95186.902,AGO
2067,96561.6855,AGO
2068,97919.7775,AGO
2069,99270.553,AGO
2070,100616.429,AGO
2071,101952.66799999998,AGO
2072,103272.579,AGO
2073,104577.36850000004,AGO
2074,105868.75200000004,AGO
2075,107147.05049999995,AGO
2076,108405.56899999996,AGO
2077,109640.6405,AGO
2078,110862.76299999996,AGO
2079,112069.49199999995,AGO
2080,113260.742,AGO
2081,114437.68949999998,AGO
2082,115598.067,AGO
2083,116740.342,AGO
2084,117861.81800000004,AGO
2085,118967.39299999998,AGO
2086,120055.714,AGO
2087,121119.315,AGO
2088,122160.893,AGO
2089,123179.83050000004,AGO
2090,124173.41500000002,AGO
2091,125146.984,AGO
2092,126100.60750000004,AGO
2093,127033.384,AGO
2094,127943.4085,AGO
2095,128830.077,AGO
2096,129694.09900000005,AGO
2097,130531.45149999997,AGO
2098,131342.26499999998,AGO
2099,132131.69999999998,AGO
2100,132901.28000000003,AGO
1950,308.3075,FJI
1951,312.84000000000003,FJI
1952,318.77150000000006,FJI
1953,325.96500000000003,FJI
1954,334.262,FJI
1955,343.693,FJI
1956,354.1099999999999,FJI
1957,365.28850000000006,FJI
1958,377.0755,FJI
1959,389.315,FJI
1960,401.841,FJI
1961,414.53450000000015,FJI
1962,427.6955000000001,FJI
1963,441.3845,FJI
1964,455.2140000000001,FJI
1965,469.00999999999993,FJI
1966,482.3579999999999,FJI
1967,494.6325,FJI
1968,505.979,FJI
1969,516.9524999999999,FJI
1970,527.6335000000001,FJI
1971,537.9995,FJI
1972,547.9174999999998,FJI
1973,557.2440000000001,FJI
1974,566.2959999999999,FJI
1975,575.8045,FJI
1976,586.607,FJI
1977,599.2890000000002,FJI
1978,613.6104999999999,FJI
1979,628.859,FJI
1980,644.5814999999997,FJI
1981,660.6300000000002,FJI
1982,676.9675,FJI
1983,693.5929999999998,FJI
1984,710.561,FJI
1985,727.461,FJI
1986,742.6575,FJI
1987,754.7779999999999,FJI
1988,764.3700000000001,FJI
1989,772.7039999999998,FJI
1990,780.4300000000001,FJI
1991,784.8319999999999,FJI
1992,786.8585000000003,FJI
1993,789.1985000000002,FJI
1994,790.8035,FJI
1995,792.246,FJI
1996,796.5385000000002,FJI
1997,804.572,FJI
1998,813.9474999999999,FJI
1999,823.4214999999999,FJI
2000,832.5084999999996,FJI
2001,841.32,FJI
2002,849.8915000000002,FJI
2003,858.3055000000002,FJI
2004,866.6944999999998,FJI
2005,874.9235000000001,FJI
2006,883.083,FJI
2007,890.6479999999999,FJI
2008,896.7305000000002,FJI
2009,901.3825,FJI
2010,905.1695000000002,FJI
2011,908.3545,FJI
2012,911.059,FJI
2013,913.453,FJI
2014,915.56,FJI
2015,917.1999999999998,FJI
2016,918.371,FJI
2017,919.0185,FJI
2018,918.9960000000002,FJI
2019,918.4645,FJI
2020,920.422,FJI
2021,924.6095,FJI
2022,929.766,FJI
2023,936.3755,FJI
2024,943.0715,FJI
2025,949.9925,FJI
2026,957.1615,FJI
2027,964.494,FJI
2028,971.8405,FJI
2029,979.073,FJI
2030,986.172,FJI
2031,993.1285000000004,FJI
2032,999.9495,FJI
2033,1006.6215,FJI
2034,1013.1355,FJI
2035,1019.5495,FJI
2036,1025.8425,FJI
2037,1031.9915,FJI
2038,1038.0105,FJI
2039,1043.8499999999997,FJI
2040,1049.4765,FJI
2041,1054.9019999999998,FJI
2042,1060.105,FJI
2043,1065.0615,FJI
2044,1069.8140000000003,FJI
2045,1074.3819999999998,FJI
2046,1078.746,FJI
2047,1082.8924999999997,FJI
2048,1086.848,FJI
2049,1090.6144999999997,FJI
2050,1094.1735,FJI
2051,1097.502,FJI
2052,1100.598,FJI
2053,1103.4884999999997,FJI
2054,1106.1734999999996,FJI
2055,1108.648,FJI
2056,1110.8659999999998,FJI
2057,1112.869,FJI
2058,1114.7139999999995,FJI
2059,1116.3635,FJI
2060,1117.828,FJI
2061,1119.077,FJI
2062,1120.121,FJI
2063,1120.9709999999995,FJI
2064,1121.6249999999998,FJI
2065,1122.094,FJI
2066,1122.3815,FJI
2067,1122.5285,FJI
2068,1122.516,FJI
2069,1122.3345,FJI
2070,1122.0214999999998,FJI
2071,1121.6035,FJI
2072,1121.0559999999998,FJI
2073,1120.3845,FJI
2074,1119.5565,FJI
2075,1118.5695000000003,FJI
2076,1117.4549999999997,FJI
2077,1116.1944999999998,FJI
2078,1114.7875,FJI
2079,1113.2225,FJI
2080,1111.5145000000005,FJI
2081,1109.6694999999995,FJI
2082,1107.6749999999995,FJI
2083,1105.5155000000002,FJI
2084,1103.2220000000002,FJI
2085,1100.7655000000002,FJI
2086,1098.1445,FJI
2087,1095.3845,FJI
2088,1092.481,FJI
2089,1089.4439999999995,FJI
2090,1086.2779999999998,FJI
2091,1083.005,FJI
2092,1079.594,FJI
2093,1076.0525,FJI
2094,1072.383,FJI
2095,1068.5949999999998,FJI
2096,1064.7134999999996,FJI
2097,1060.7139999999995,FJI
2098,1056.5954999999997,FJI
2099,1052.4039999999998,FJI
2100,1048.164,FJI
1950,4008.288500000001,FIN
1951,4047.489,FIN
1952,4090.778,FIN
1953,4139.772499999999,FIN
1954,4187.3635,FIN
1955,4235.413000000001,FIN
1956,4282.280499999999,FIN
1957,4324.5795,FIN
1958,4360.273499999999,FIN
1959,4395.235499999997,FIN
1960,4430.173,FIN
1961,4461.528500000002,FIN
1962,4492.171999999999,FIN
1963,4524.297000000001,FIN
1964,4549.553,FIN
1965,4564.583500000001,FIN
1966,4581.7865,FIN
1967,4607.107500000001,FIN
1968,4627.785,FIN
1969,4624.397,FIN
1970,4606.621,FIN
1971,4612.424,FIN
1972,4639.831,FIN
1973,4666.1655,FIN
1974,4690.576,FIN
1975,4711.368000000001,FIN
1976,4725.517999999998,FIN
1977,4738.7385,FIN
1978,4752.4,FIN
1979,4764.567499999999,FIN
1980,4779.418,FIN
1981,4799.865499999997,FIN
1982,4826.861000000001,FIN
1983,4855.733,FIN
1984,4881.7475,FIN
1985,4902.174999999999,FIN
1986,4918.172499999998,FIN
1987,4932.1765000000005,FIN
1988,4946.561500000001,FIN
1989,4964.4745,FIN
1990,4986.545000000001,FIN
1991,5013.853999999999,FIN
1992,5042.121,FIN
1993,5066.6050000000005,FIN
1994,5088.489999999999,FIN
1995,5107.942999999999,FIN
1996,5124.7185,FIN
1997,5139.942499999998,FIN
1998,5153.5445,FIN
1999,5165.491,FIN
2000,5176.209,FIN
2001,5188.0025,FIN
2002,5200.595500000001,FIN
2003,5212.9890000000005,FIN
2004,5228.141,FIN
2005,5246.070999999999,FIN
2006,5266.250499999999,FIN
2007,5288.689,FIN
2008,5313.3505000000005,FIN
2009,5338.8150000000005,FIN
2010,5363.271500000001,FIN
2011,5388.165999999999,FIN
2012,5413.8585,FIN
2013,5438.871500000001,FIN
2014,5461.439499999999,FIN
2015,5479.460999999999,FIN
2016,5495.219000000001,FIN
2017,5508.139499999999,FIN
2018,5515.461,FIN
2019,5521.536500000001,FIN
2020,5529.468,FIN
2021,5535.992,FIN
2022,5540.745499999998,FIN
2023,5545.474500000001,FIN
2024,5549.885999999999,FIN
2025,5553.9855,FIN
2026,5557.511499999999,FIN
2027,5560.463500000001,FIN
2028,5562.880000000002,FIN
2029,5564.606500000002,FIN
2030,5565.474999999999,FIN
2031,5565.5355,FIN
2032,5564.875999999999,FIN
2033,5563.499500000001,FIN
2034,5561.440999999998,FIN
2035,5558.657999999999,FIN
2036,5555.219,FIN
2037,5551.302000000001,FIN
2038,5546.831999999999,FIN
2039,5541.7715,FIN
2040,5536.211999999999,FIN
2041,5530.169999999999,FIN
2042,5523.795,FIN
2043,5517.065000000001,FIN
2044,5509.9545,FIN
2045,5502.5175,FIN
2046,5494.829000000001,FIN
2047,5486.8325,FIN
2048,5478.418,FIN
2049,5469.790500000001,FIN
2050,5460.917000000001,FIN
2051,5451.767000000001,FIN
2052,5442.475999999999,FIN
2053,5433.124000000001,FIN
2054,5423.829499999999,FIN
2055,5414.537000000001,FIN
2056,5405.400999999999,FIN
2057,5396.5915,FIN
2058,5388.092000000001,FIN
2059,5379.824000000002,FIN
2060,5371.893,FIN
2061,5364.432499999999,FIN
2062,5357.3915,FIN
2063,5350.766,FIN
2064,5344.583999999999,FIN
2065,5338.554,FIN
2066,5332.476,FIN
2067,5326.410999999999,FIN
2068,5320.293,FIN
2069,5314.074000000001,FIN
2070,5307.741000000001,FIN
2071,5301.244000000001,FIN
2072,5294.433,FIN
2073,5287.194,FIN
2074,5279.486000000001,FIN
2075,5271.329500000002,FIN
2076,5262.662,FIN
2077,5253.490000000001,FIN
2078,5243.954500000003,FIN
2079,5234.1945,FIN
2080,5224.129500000001,FIN
2081,5213.761,FIN
2082,5203.2265,FIN
2083,5192.572499999998,FIN
2084,5181.777,FIN
2085,5170.862999999999,FIN
2086,5159.838500000001,FIN
2087,5148.743,FIN
2088,5137.705000000001,FIN
2089,5126.8545,FIN
2090,5116.3105000000005,FIN
2091,5106.061000000001,FIN
2092,5096.131500000001,FIN
2093,5086.509500000001,FIN
2094,5077.080500000001,FIN
2095,5067.882499999998,FIN
2096,5058.909499999999,FIN
2097,5050.023999999999,FIN
2098,5041.1845,FIN
2099,5032.5035,FIN
2100,5023.9255,FIN
1950,0.0,ALA
1951,0.0,ALA
1952,0.0,ALA
1953,0.0,ALA
1954,0.0,ALA
1955,0.0,ALA
1956,0.0,ALA
1957,0.0,ALA
1958,0.0,ALA
1959,0.0,ALA
1960,0.0,ALA
1961,0.0,ALA
1962,0.0,ALA
1963,0.0,ALA
1964,0.0,ALA
1965,0.0,ALA
1966,0.0,ALA
1967,0.0,ALA
1968,0.0,ALA
1969,0.0,ALA
1970,0.0,ALA
1971,0.0,ALA
1972,0.0,ALA
1973,0.0,ALA
1974,0.0,ALA
1975,0.0,ALA
1976,0.0,ALA
1977,0.0,ALA
1978,0.0,ALA
1979,0.0,ALA
1980,0.0,ALA
1981,0.0,ALA
1982,0.0,ALA
1983,0.0,ALA
1984,0.0,ALA
1985,0.0,ALA
1986,0.0,ALA
1987,0.0,ALA
1988,0.0,ALA
1989,0.0,ALA
1990,0.0,ALA
1991,0.0,ALA
1992,0.0,ALA
1993,0.0,ALA
1994,0.0,ALA
1995,0.0,ALA
1996,0.0,ALA
1997,0.0,ALA
1998,0.0,ALA
1999,0.0,ALA
2000,0.0,ALA
2001,0.0,ALA
2002,0.0,ALA
2003,0.0,ALA
2004,0.0,ALA
2005,0.0,ALA
2006,0.0,ALA
2007,0.0,ALA
2008,0.0,ALA
2009,0.0,ALA
2010,0.0,ALA
2011,0.0,ALA
2012,0.0,ALA
2013,0.0,ALA
2014,0.0,ALA
2015,0.0,ALA
2016,0.0,ALA
2017,0.0,ALA
2018,0.0,ALA
2019,0.0,ALA
2020,0.0,ALA
2021,0.0,ALA
2022,0.0,ALA
2023,0.0,ALA
2024,0.0,ALA
2025,0.0,ALA
2026,0.0,ALA
2027,0.0,ALA
2028,0.0,ALA
2029,0.0,ALA
2030,0.0,ALA
2031,0.0,ALA
2032,0.0,ALA
2033,0.0,ALA
2034,0.0,ALA
2035,0.0,ALA
2036,0.0,ALA
2037,0.0,ALA
2038,0.0,ALA
2039,0.0,ALA
2040,0.0,ALA
2041,0.0,ALA
2042,0.0,ALA
2043,0.0,ALA
2044,0.0,ALA
2045,0.0,ALA
2046,0.0,ALA
2047,0.0,ALA
2048,0.0,ALA
2049,0.0,ALA
2050,0.0,ALA
2051,0.0,ALA
2052,0.0,ALA
2053,0.0,ALA
2054,0.0,ALA
2055,0.0,ALA
2056,0.0,ALA
2057,0.0,ALA
2058,0.0,ALA
2059,0.0,ALA
2060,0.0,ALA
2061,0.0,ALA
2062,0.0,ALA
2063,0.0,ALA
2064,0.0,ALA
2065,0.0,ALA
2066,0.0,ALA
2067,0.0,ALA
2068,0.0,ALA
2069,0.0,ALA
2070,0.0,ALA
2071,0.0,ALA
2072,0.0,ALA
2073,0.0,ALA
2074,0.0,ALA
2075,0.0,ALA
2076,0.0,ALA
2077,0.0,ALA
2078,0.0,ALA
2079,0.0,ALA
2080,0.0,ALA
2081,0.0,ALA
2082,0.0,ALA
2083,0.0,ALA
2084,0.0,ALA
2085,0.0,ALA
2086,0.0,ALA
2087,0.0,ALA
2088,0.0,ALA
2089,0.0,ALA
2090,0.0,ALA
2091,0.0,ALA
2092,0.0,ALA
2093,0.0,ALA
2094,0.0,ALA
2095,0.0,ALA
2096,0.0,ALA
2097,0.0,ALA
2098,0.0,ALA
2099,0.0,ALA
2100,0.0,ALA
1950,41842.3545,FRA
1951,42196.65699999999,FRA
1952,42542.4005,FRA
1953,42883.296999999984,FRA
1954,43225.64350000001,FRA
1955,43593.85100000002,FRA
1956,43959.221000000005,FRA
1957,44338.09099999999,FRA
1958,44754.358000000015,FRA
1959,45201.84899999999,FRA
1960,45659.575,FRA
1961,46143.03000000003,FRA
1962,46635.189,FRA
1963,47121.24650000002,FRA
1964,47641.95149999999,FRA
1965,48168.8035,FRA
1966,48683.08649999999,FRA
1967,49181.41049999999,FRA
1968,49647.27849999999,FRA
1969,50087.049,FRA
1970,50523.58650000001,FRA
1971,50970.69849999999,FRA
1972,51410.36250000001,FRA
1973,51814.07500000001,FRA
1974,52163.552,FRA
1975,52450.03,FRA
1976,52685.26549999999,FRA
1977,52925.442,FRA
1978,53175.309000000016,FRA
1979,53428.7815,FRA
1980,53713.830000000016,FRA
1981,54016.74900000001,FRA
1982,54319.646,FRA
1983,54592.379,FRA
1984,54845.97949999998,FRA
1985,55108.106,FRA
1986,55371.63850000001,FRA
1987,55641.54150000001,FRA
1988,55911.47849999999,FRA
1989,56169.94850000003,FRA
1990,56412.897,FRA
1991,56645.2155,FRA
1992,56864.04800000001,FRA
1993,57053.7315,FRA
1994,57230.06449999999,FRA
1995,57420.354,FRA
1996,57623.178,FRA
1997,57839.36349999999,FRA
1998,58080.34449999999,FRA
1999,58352.208,FRA
2000,58665.45300000001,FRA
2001,59014.77249999999,FRA
2002,59372.78599999999,FRA
2003,59728.26149999999,FRA
2004,60108.438,FRA
2005,60510.07949999999,FRA
2006,60919.15,FRA
2007,61329.37550000001,FRA
2008,61721.009000000005,FRA
2009,62093.29600000001,FRA
2010,62444.567,FRA
2011,62775.26849999999,FRA
2012,63071.41550000001,FRA
2013,63335.18000000001,FRA
2014,63588.49099999999,FRA
2015,63809.76899999999,FRA
2016,63989.3185,FRA
2017,64144.086500000005,FRA
2018,64277.80749999999,FRA
2019,64399.7585,FRA
2020,64480.05299999999,FRA
2021,64531.44399999999,FRA
2022,64626.628,FRA
2023,64756.584,FRA
2024,64881.83,FRA
2025,65003.38350000001,FRA
2026,65121.25149999999,FRA
2027,65232.614999999976,FRA
2028,65340.17899999998,FRA
2029,65445.00650000002,FRA
2030,65543.4525,FRA
2031,65638.63100000001,FRA
2032,65730.71550000003,FRA
2033,65817.0395,FRA
2034,65894.943,FRA
2035,65962.12299999999,FRA
2036,66018.49750000001,FRA
2037,66064.8505,FRA
2038,66102.75749999999,FRA
2039,66131.33099999999,FRA
2040,66150.5465,FRA
2041,66159.8935,FRA
2042,66159.385,FRA
2043,66149.6955,FRA
2044,66129.82900000001,FRA
2045,66099.09950000001,FRA
2046,66058.68400000001,FRA
2047,66011.0635,FRA
2048,65956.42899999999,FRA
2049,65895.0515,FRA
2050,65827.072,FRA
2051,65752.15299999999,FRA
2052,65672.49800000002,FRA
2053,65587.444,FRA
2054,65497.93250000001,FRA
2055,65405.0505,FRA
2056,65308.39599999999,FRA
2057,65210.05350000001,FRA
2058,65109.48499999999,FRA
2059,65006.39400000001,FRA
2060,64902.9685,FRA
2061,64800.4855,FRA
2062,64698.4055,FRA
2063,64596.835,FRA
2064,64496.62699999999,FRA
2065,64398.802,FRA
2066,64303.1565,FRA
2067,64208.5705,FRA
2068,64115.15800000001,FRA
2069,64023.734,FRA
2070,63933.47599999999,FRA
2071,63842.8645,FRA
2072,63752.77850000001,FRA
2073,63664.70150000002,FRA
2074,63577.80850000001,FRA
2075,63490.23649999998,FRA
2076,63401.066,FRA
2077,63309.45649999999,FRA
2078,63215.26849999999,FRA
2079,63119.6655,FRA
2080,63021.78900000001,FRA
2081,62920.93399999999,FRA
2082,62819.027,FRA
2083,62716.073500000006,FRA
2084,62610.51,FRA
2085,62504.05,FRA
2086,62398.05299999999,FRA
2087,62291.70650000001,FRA
2088,62184.05099999999,FRA
2089,62075.149,FRA
2090,61965.784,FRA
2091,61856.04600000001,FRA
2092,61746.41399999999,FRA
2093,61636.86800000002,FRA
2094,61526.772,FRA
2095,61416.43899999999,FRA
2096,61305.55899999998,FRA
2097,61192.979000000014,FRA
2098,61080.05699999999,FRA
2099,60966.567500000005,FRA
2100,60851.673,FRA
1950,23.3975,GUF
1951,23.697000000000003,GUF
1952,24.0075,GUF
1953,24.358999999999995,GUF
1954,24.762000000000004,GUF
1955,25.4555,GUF
1956,26.457500000000003,GUF
1957,27.523000000000003,GUF
1958,28.648999999999997,GUF
1959,29.849000000000007,GUF
1960,31.12499999999999,GUF
1961,32.48400000000001,GUF
1962,33.945000000000014,GUF
1963,35.51100000000001,GUF
1964,37.17949999999999,GUF
1965,38.946000000000005,GUF
1966,40.76200000000001,GUF
1967,42.49399999999999,GUF
1968,43.9605,GUF
1969,45.2165,GUF
