fonte,entities,years,values
Hydropower,23,1990,14.7595
Hydropower,23,1991,15.6535
Hydropower,23,1992,15.9415
Hydropower,23,1993,16.387
Hydropower,23,1994,16.15
Hydropower,23,1995,15.631
Hydropower,23,1996,15.9685
Hydropower,23,1997,15.9525
Hydropower,23,1998,15.798
Hydropower,23,1999,16.2815
Hydropower,23,2000,16.2
Hydropower,23,2001,16.4
Hydropower,23,2002,15.72
Hydropower,23,2003,16.13
Hydropower,23,2004,15.89
Hydropower,23,2005,15.16
Hydropower,23,2006,15.77
Hydropower,23,2007,14.2
Hydropower,23,2008,11.79
Hydropower,23,2009,11.68
Hydropower,23,2010,13.5
Hydropower,23,2011,16.69
Hydropower,23,2012,13.98
Hydropower,23,2013,18.12
Hydropower,23,2014,18.34
Hydropower,23,2015,13.32
Hydropower,23,2016,15.02
Hydropower,23,2017,16.04
Hydropower,23,2018,15.8
Hydropower,23,2019,15.6
Hydropower,23,2020,14.76
Hydropower,23,2021,14.76
Hydropower,23,2022,15.59
Hydropower,24,1965,16.083
Hydropower,24,1966,17.331
Hydropower,24,1967,17.698
Hydropower,24,1968,18.185
Hydropower,24,1969,16.718
Hydropower,24,1970,21.2897
Hydropower,24,1971,16.8201
Hydropower,24,1972,17.2876
Hydropower,24,1973,19.2092
Hydropower,24,1974,22.7122
Hydropower,24,1975,23.7952
Hydropower,24,1976,20.5656
Hydropower,24,1977,24.9208
Hydropower,24,1978,24.9408
Hydropower,24,1979,28.0968
Hydropower,24,1980,29.1099
Hydropower,24,1981,30.8473
Hydropower,24,1982,30.8963
Hydropower,24,1983,30.6063
Hydropower,24,1984,26.849564
Hydropower,24,1985,30.775146
Hydropower,24,1986,30.903927
Hydropower,24,1987,35.387993
Hydropower,24,1988,35.30409
Hydropower,24,1989,35.08243
Hydropower,24,1990,31.51
Hydropower,24,1991,31.44
Hydropower,24,1992,34.85
Hydropower,24,1993,36.71
Hydropower,24,1994,35.71
Hydropower,24,1995,37.07
Hydropower,24,1996,34.22
Hydropower,24,1997,36.11
Hydropower,24,1998,37.16
Hydropower,24,1999,40.7
Hydropower,24,2000,41.84
Hydropower,24,2001,40.46
Hydropower,24,2002,40.23
Hydropower,24,2003,33.21
Hydropower,24,2004,36.76
Hydropower,24,2005,37.1
Hydropower,24,2006,35.66
Hydropower,24,2007,37.05
Hydropower,24,2008,38.33
Hydropower,24,2009,40.9
Hydropower,24,2010,38.36
Hydropower,24,2011,34.24
Hydropower,24,2012,43.85
Hydropower,24,2013,42.02
Hydropower,24,2014,41.01
Hydropower,24,2015,37.16
Hydropower,24,2016,39.97
Hydropower,24,2017,38.29
Hydropower,24,2018,37.64
Hydropower,24,2019,40.83
Hydropower,24,2020,42.0
Hydropower,24,2021,38.75
Hydropower,24,2022,36.07
Hydropower,25,1985,1.3125618
Hydropower,25,1986,0.8043308
Hydropower,25,1987,0.8043308
Hydropower,25,1988,0.6982652
Hydropower,25,1989,0.6982652
Hydropower,25,1990,1.658
Hydropower,25,1991,1.7593
Hydropower,25,1992,1.7473
Hydropower,25,1993,2.426
Hydropower,25,1994,1.83
Hydropower,25,1995,1.556
Hydropower,25,1996,1.537
Hydropower,25,1997,1.712
Hydropower,25,1998,1.951
Hydropower,25,1999,1.506
Hydropower,25,2000,1.52
Hydropower,25,2001,1.29
Hydropower,25,2002,2.0
Hydropower,25,2003,2.44
Hydropower,25,2004,2.73
Hydropower,25,2005,2.98
Hydropower,25,2006,2.49
Hydropower,25,2007,2.34
Hydropower,25,2008,2.21
Hydropower,25,2009,2.29
Hydropower,25,2010,3.41
Hydropower,25,2011,2.65
Hydropower,25,2012,1.8
Hydropower,25,2013,1.47
Hydropower,25,2014,1.29
Hydropower,25,2015,1.62
Hydropower,25,2016,1.94
Hydropower,25,2017,1.73
Hydropower,25,2018,1.75
Hydropower,25,2019,1.55
Hydropower,25,2020,1.07
Hydropower,25,2021,1.28
Hydropower,25,2022,1.5948
Hydropower,26,2000,0.0
Hydropower,26,2001,0.0
Hydropower,26,2002,0.0
Hydropower,26,2003,0.0
Hydropower,26,2004,0.0
Hydropower,26,2005,0.0
Hydropower,26,2006,0.0
Hydropower,26,2007,0.0
Hydropower,26,2008,0.0
Hydropower,26,2009,0.0
Hydropower,26,2010,0.0
Hydropower,26,2011,0.0
Hydropower,26,2012,0.0
Hydropower,26,2013,0.0
Hydropower,26,2014,0.0
Hydropower,26,2015,0.0
Hydropower,26,2016,0.0
Hydropower,26,2017,0.0
Hydropower,26,2018,0.0
Hydropower,26,2019,0.0
Hydropower,26,2020,0.0
Hydropower,26,2021,0.0
Hydropower,27,2000,0.0
Hydropower,27,2001,0.0
Hydropower,27,2002,0.0
Hydropower,27,2003,0.0
Hydropower,27,2004,0.0
Hydropower,27,2005,0.0
Hydropower,27,2006,0.0
Hydropower,27,2007,0.0
Hydropower,27,2008,0.0
Hydropower,27,2009,0.0
Hydropower,27,2010,0.0
Hydropower,27,2011,0.0
Hydropower,27,2012,0.0
Hydropower,27,2013,0.0
Hydropower,27,2014,0.0
Hydropower,27,2015,0.0
Hydropower,27,2016,0.0
Hydropower,27,2017,0.0
Hydropower,27,2018,0.0
Hydropower,27,2019,0.0
Hydropower,27,2020,0.0
Hydropower,27,2021,0.0
Hydropower,28,1971,0.175
Hydropower,28,1972,0.175
Hydropower,28,1973,0.331
Hydropower,28,1974,0.243
Hydropower,28,1975,0.436
Hydropower,28,1976,0.494
Hydropower,28,1977,0.437
Hydropower,28,1978,0.506
Hydropower,28,1979,0.587
Hydropower,28,1980,0.583
Hydropower,28,1981,0.625
Hydropower,28,1982,0.523
Hydropower,28,1983,0.662
Hydropower,28,1984,0.897
Hydropower,28,1985,0.739
Hydropower,28,1986,0.45
Hydropower,28,1987,0.517
Hydropower,28,1988,0.675
Hydropower,28,1989,0.92
Hydropower,28,1990,0.884
Hydropower,28,1991,0.838
Hydropower,28,1992,0.796
Hydropower,28,1993,0.608
Hydropower,28,1994,0.847
Hydropower,28,1995,0.372
Hydropower,28,1996,0.739
Hydropower,28,1997,0.719
Hydropower,28,1998,0.865
Hydropower,28,1999,0.833
Hydropower,28,2000,0.94
Hydropower,28,2001,0.98
Hydropower,28,2002,1.05
Hydropower,28,2003,1.12
Hydropower,28,2004,1.21
Hydropower,28,2005,1.28
